Transaction_ID,Customer_ID,Date,Time,Month,Quarter,Year,Week_Number,Day,Day_of_Week,Weekend,Category,Sub_Category,Description,Merchant,Merchant_Category,Transaction_Type,Amount,Currency,Payment_Mode,Account_Type,City,State,Country,Latitude,Longitude,Budget_Category,Income_Source,Expense_Tag,Recurring,Salary_Week,Holiday,Notes
TXN-101402,CUST-1001,2025-07-02,08:43:14,7,3,2025,27,2,Wednesday,No,Food,Zomato Order,Purchase at Dominos Pizza - Zomato Order,Dominos Pizza,Food,Expense,84.56,INR,Debit Card,Savings Account,Pune,MH,India,18.506251,73.863303,Food & Dining,None,Discretionary,No,Yes,No,Routine purchase
TXN-101403,CUST-1001,2023-02-02,09:06:37,2,1,2023,5,2,Thursday,No,Entertainment,BookMyShow Tickets,Purchase at BookMyShow Cinema Tickets - BookMyShow Tickets,BookMyShow Cinema Tickets,Entertainment,Expense,235.05,INR,UPI,Savings Account,Pune,MH,India,18.510346,73.86697,Entertainment,None,Discretionary,No,Yes,No,Routine purchase
TXN-101404,CUST-1001,2023-11-10,19:18:31,11,4,2023,45,10,Friday,No,Food,Swiggy Order,Purchase at Zomato Order - Swiggy Order,Zomato Order,Food,Expense,97.85,INR,Credit Card,Credit Card,Pune,MH,India,18.572729,73.876608,Food & Dining,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-101405,CUST-1001,2025-09-27,21:40:43,9,3,2025,39,27,Saturday,Yes,Grocries,DMart Groceries,Purchase at Blinkit Delivery - DMart Groceries,Blinkit Delivery,Groceries,Expense,344.51,INR,UPI,Savings Account,Pune,MH,India,18.517845,73.830804,Groceries,None,Essential,No,Yes,No,Leisure POS swipe
TXN-101406,CUST-1002,2025-05-05,11:00:00,5,2,2025,19,5,Monday,No,Electricity,Monthly Electricity Bill,Electricity Bill Payment - CUST-1002,BESCOM Bill,Utilities,Expense,2752.0,INR,UPI,Savings Account,Bangalore,KA,India,13.054101,77.551899,Utilities,None,Essential,Yes,No,No,Monthly power bill
TXN-101407,CUST-1005,2023-04-27,14:41:30,4,2,2023,17,27,Thursday,No,Gold,Gold Jewelry Purchase,Purchase at MMTC-PAMP Gold Coin - Gold Jewelry Purchase,MMTC-PAMP Gold Coin,Gold,Expense,2124.74,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.029301,72.554553,Investments & Savings,None,Savings,No,Yes,No,Routine purchase
TXN-101408,CUST-1002,2025-08-29,20:23:59,8,3,2025,35,29,Friday,No,Vegetables,Online Vegetable Order,Purchase at Local Mandi Vendor - Online Vegetable Order,Local Mandi Vendor,Vegetables,Expense,117.46,INR,Cash,Current Account,Bangalore,KA,India,13.022767,77.623996,Groceries,None,Essential,No,Yes,Yes,Ganesh Chaturthi festival spend
TXN-101409,CUST-1003,2023-10-26,22:46:19,10,4,2023,43,26,Thursday,No,Milk,Daily Milk Delivery,Purchase at Amul Milk Parlour - Daily Milk Delivery,Amul Milk Parlour,Milk,Expense,195.8,INR,Cash,Savings Account,Mumbai,MH,India,19.157322,72.889502,Groceries,None,Essential,No,Yes,Yes,Diwali festival spend
TXN-101410,CUST-1002,2025-03-11,17:09:42,3,1,2025,11,11,Tuesday,No,Milk,Daily Milk Delivery,Purchase at Amul Milk Parlour - Daily Milk Delivery,Amul Milk Parlour,Milk,Expense,215.23,INR,UPI,Current Account,Bangalore,KA,India,12.919881,77.55391,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101411,CUST-1001,2023-04-08,12:56:22,4,2,2023,14,8,Saturday,Yes,Investments,Groww Investment Mutual Fund,Purchase at Zerodha Equity Purchase - Groww Investment Mutual Fund,Zerodha Equity Purchase,Investments,Expense,2184.61,INR,UPI,Savings Account,Pune,MH,India,18.500041,73.847153,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-101412,CUST-1001,2025-03-15,07:32:43,3,1,2025,11,15,Saturday,Yes,Dining,Zomato Order,Purchase at Swiggy Delivery - Zomato Order,Swiggy Delivery,Dining,Expense,253.61,INR,UPI,Current Account,Pune,MH,India,18.547192,73.849541,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-101413,CUST-1004,2023-12-05,11:00:00,12,4,2023,49,5,Tuesday,No,Electricity,Monthly Electricity Bill,Electricity Bill Payment - CUST-1004,TATA Power Bill,Utilities,Expense,16912.0,INR,UPI,Savings Account,Delhi,DL,India,28.681154,77.080626,Utilities,None,Essential,Yes,No,No,Monthly power bill
TXN-101414,CUST-1005,2024-02-23,11:12:41,2,1,2024,8,23,Friday,No,Freelancing,Content Writing,Freelance project work - Content Writing,Direct Consulting Project,Freelancing,Income,6302.01,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.008048,72.578678,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-101415,CUST-1003,2023-01-25,08:27:40,1,1,2023,4,25,Wednesday,No,Broadband,JioFiber Broadband,Purchase at Airtel Xtream Fiber - JioFiber Broadband,Airtel Xtream Fiber,Broadband,Expense,2249.35,INR,Cash,Current Account,Mumbai,MH,India,19.077912,72.80527,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-101416,CUST-1005,2025-05-17,22:25:22,5,2,2025,20,17,Saturday,Yes,Fuel,Petrol (Indian Oil),Purchase at Bharat Petroleum Outlet - Petrol (Indian Oil),Bharat Petroleum Outlet,Fuel,Expense,387.78,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.032884,72.548104,Transportation,None,Essential,No,No,No,Leisure POS swipe
TXN-101417,CUST-1003,2025-10-25,22:05:51,10,4,2025,43,25,Saturday,Yes,Vegetables,Online Vegetable Order,Purchase at Local Mandi Vendor - Online Vegetable Order,Local Mandi Vendor,Vegetables,Expense,353.7,INR,Cash,Current Account,Mumbai,MH,India,19.109593,72.87292,Groceries,None,Essential,No,No,Yes,Diwali festival spend
TXN-101418,CUST-1005,2023-04-11,17:44:27,4,2,2023,15,11,Tuesday,No,UPI Payments,Google Pay UPI Transfer,Purchase at Paytm UPI Pay - Google Pay UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,454.08,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,23.01085,72.562231,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101419,CUST-1004,2025-10-29,22:53:03,10,4,2025,44,29,Wednesday,No,Dining,Swiggy Delivery,Purchase at Restaurant Dinner Bill - Swiggy Delivery,Restaurant Dinner Bill,Dining,Expense,5598.95,INR,Debit Card,Current Account,Delhi,DL,India,28.624866,77.087945,Miscellaneous,None,Discretionary,No,Yes,Yes,Diwali festival spend
TXN-101420,CUST-1005,2023-01-06,20:04:07,1,1,2023,1,6,Friday,No,Groceries,DMart Groceries,Purchase at DMart Supermarket - DMart Groceries,DMart Supermarket,Groceries,Expense,103.23,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.017088,72.612585,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101421,CUST-1005,2024-11-07,18:21:04,11,4,2024,45,7,Thursday,No,Travel,Indigo Flight Booking,Purchase at IRCTC Ticket Booking - Indigo Flight Booking,IRCTC Ticket Booking,Travel,Expense,2754.5,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,22.990924,72.508795,Travel,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-101422,CUST-1002,2023-03-10,08:00:00,3,1,2023,10,10,Friday,No,EMI,Car Loan EMI,Loan EMI Installment - CUST-1002,ICICI Car Loan EMI,Financial Services,Expense,20000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,12.922122,77.541782,Debt Service,None,Fixed,Yes,No,No,Monthly Loan Installment Auto-debit
TXN-101423,CUST-1002,2025-06-20,11:50:33,6,2,2025,25,20,Friday,No,Gold,Digital Gold,Purchase at MMTC-PAMP Gold Coin - Digital Gold,MMTC-PAMP Gold Coin,Gold,Expense,8087.39,INR,UPI,Savings Account,Bangalore,KA,India,12.967381,77.614997,Investments & Savings,None,Savings,No,No,No,Routine purchase
TXN-101424,CUST-1001,2023-05-16,21:35:16,5,2,2023,20,16,Tuesday,No,Fuel,HP Petrol Pump,Purchase at Indian Oil Petrol Pump - HP Petrol Pump,Indian Oil Petrol Pump,Fuel,Expense,203.5,INR,Debit Card,Current Account,Pune,MH,India,18.519673,73.892774,Transportation,None,Essential,No,No,No,Routine purchase
TXN-101425,CUST-1005,2025-03-14,21:25:02,3,1,2025,11,14,Friday,No,Medical,MedPlus Medicine,Purchase at Fortis Hospital Bill - MedPlus Medicine,Fortis Hospital Bill,Medical,Expense,294.6,INR,Debit Card,Current Account,Ahmedabad,GJ,India,22.972556,72.611684,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-101426,CUST-1004,2025-01-14,22:31:11,1,1,2025,3,14,Tuesday,No,Shopping,Myntra Clothing,Purchase at Flipkart Online Sale - Myntra Clothing,Flipkart Online Sale,Shopping,Expense,10259.2,INR,UPI,Savings Account,Delhi,DL,India,28.702293,77.142603,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-101427,CUST-1002,2023-11-01,00:05:00,11,4,2023,44,1,Wednesday,No,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1002,Local Landlord Deposit,Real Estate,Expense,25000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,12.996911,77.685428,Housing,None,Fixed,Yes,Yes,Yes,Auto-debit monthly house rent
TXN-101428,CUST-1001,2024-10-10,13:53:13,10,4,2024,41,10,Thursday,No,Dining,Zomato Order,Purchase at Swiggy Delivery - Zomato Order,Swiggy Delivery,Dining,Expense,274.78,INR,Debit Card,Savings Account,Pune,MH,India,18.554059,73.810575,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101429,CUST-1002,2024-11-28,12:09:46,11,4,2024,48,28,Thursday,No,Vegetables,Local Market Vegetables,Purchase at Reliance Smart Market - Local Market Vegetables,Reliance Smart Market,Vegetables,Expense,230.95,INR,UPI,Savings Account,Bangalore,KA,India,13.005829,77.575602,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-101430,CUST-1004,2025-01-15,09:18:39,1,1,2025,3,15,Wednesday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,1287.22,INR,UPI,Savings Account,Delhi,DL,India,28.722532,77.086764,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101431,CUST-1004,2023-02-05,11:30:00,2,1,2023,5,5,Sunday,Yes,Broadband,Airtel Fiber Broadband,Broadband Subscription Payment - CUST-1004,Airtel Xtream Fiber,Utilities,Expense,5269.33,INR,UPI,Savings Account,Delhi,DL,India,28.763216,77.081769,Utilities,None,Essential,Yes,No,No,Monthly internet bill
TXN-101432,CUST-1001,2024-02-26,19:08:20,2,1,2024,9,26,Monday,No,Entertainment,BookMyShow Tickets,Purchase at Netflix India Plan - BookMyShow Tickets,Netflix India Plan,Entertainment,Expense,204.36,INR,Credit Card,Credit Card,Pune,MH,India,18.486892,73.825267,Entertainment,None,Discretionary,No,Yes,No,Routine purchase
TXN-101433,CUST-1003,2025-09-21,12:33:00,9,3,2025,38,21,Sunday,Yes,Fuel,Petrol (Indian Oil),Purchase at HP Petrol Station - Petrol (Indian Oil),HP Petrol Station,Fuel,Expense,1969.42,INR,Debit Card,Current Account,Mumbai,MH,India,19.173683,72.891785,Transportation,None,Essential,No,No,No,Leisure POS swipe
TXN-101434,CUST-1002,2025-03-25,13:57:03,3,1,2025,13,25,Tuesday,No,Travel,Indigo Flight Booking,Purchase at Ola Cabs Ride - Indigo Flight Booking,Ola Cabs Ride,Travel,Expense,7386.81,INR,Net Banking,Savings Account,Bangalore,KA,India,12.974763,77.608384,Travel,None,Discretionary,No,No,Yes,Ugadi festival spend
TXN-101435,CUST-1003,2024-06-04,22:02:21,6,2,2024,23,4,Tuesday,No,Travel,Ola Ride,Purchase at IRCTC Ticket Booking - Ola Ride,IRCTC Ticket Booking,Travel,Expense,22870.43,INR,UPI,Current Account,Mumbai,MH,India,19.102681,72.804972,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-101436,CUST-1005,2023-11-28,10:30:00,11,4,2023,48,28,Tuesday,No,Mutual Fund SIP,HDFC Index Fund SIP,Mutual Fund Systemic Investment Plan - CUST-1005,Groww Direct Mutual Fund,Financial Services,Expense,8000.0,INR,Net Banking,Savings Account,Ahmedabad,GJ,India,23.047195,72.5736,Investments & Savings,None,Savings,Yes,Yes,No,Monthly mutual fund SIP accumulation
TXN-101437,CUST-1003,2025-03-17,13:22:13,3,1,2025,12,17,Monday,No,Freelancing,UI Design Project,Freelance project work - UI Design Project,Fiverr Client,Freelancing,Income,54222.69,INR,UPI,Savings Account,Mumbai,MH,India,19.074284,72.931185,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-101438,CUST-1002,2025-05-03,22:52:58,5,2,2025,18,3,Saturday,Yes,Entertainment,Netflix India Subscription,Purchase at Amazon Prime Video Subscription - Netflix India Subscription,Amazon Prime Video Subscription,Entertainment,Expense,1198.95,INR,Credit Card,Credit Card,Bangalore,KA,India,12.94508,77.571052,Entertainment,None,Discretionary,No,No,No,Leisure POS swipe
TXN-101439,CUST-1003,2024-03-16,14:18:04,3,1,2024,11,16,Saturday,Yes,Groceries,Reliance Fresh Groceries,Purchase at BigBasket Online - Reliance Fresh Groceries,BigBasket Online,Groceries,Expense,1998.63,INR,Credit Card,Credit Card,Mumbai,MH,India,19.068325,72.834378,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-101440,CUST-1002,2024-06-29,14:19:47,6,2,2024,26,29,Saturday,Yes,UPI Payments,Google Pay UPI Transfer,Purchase at Paytm UPI Pay - Google Pay UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,268.49,INR,Debit Card,Savings Account,Bangalore,KA,India,12.877261,77.645755,Miscellaneous,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-101441,CUST-1001,2025-07-28,08:52:30,7,3,2025,31,28,Monday,No,Food,Zomato Order,Purchase at Local Restaurant Dining - Zomato Order,Local Restaurant Dining,Food,Expense,56.61,INR,Debit Card,Savings Account,Pune,MH,India,18.527448,73.866092,Food & Dining,None,Discretionary,No,Yes,No,Routine purchase
TXN-101442,CUST-1004,2025-04-07,20:05:39,4,2,2025,15,7,Monday,No,Medical,Doctor Consultation,Purchase at MedPlus Pharmacy - Doctor Consultation,MedPlus Pharmacy,Medical,Expense,14936.73,INR,Credit Card,Credit Card,Delhi,DL,India,28.644003,77.09999,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-101443,CUST-1003,2024-03-11,07:44:12,3,1,2024,11,11,Monday,No,Vegetables,Local Market Vegetables,Purchase at Local Mandi Vendor - Local Market Vegetables,Local Mandi Vendor,Vegetables,Expense,655.16,INR,Cash,Savings Account,Mumbai,MH,India,19.071286,72.886773,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101444,CUST-1004,2024-10-02,18:55:46,10,4,2024,40,2,Wednesday,No,Dining,Restaurant Dinner Bill,Purchase at Swiggy Delivery - Restaurant Dinner Bill,Swiggy Delivery,Dining,Expense,3510.79,INR,Cash,Current Account,Delhi,DL,India,28.732901,77.086194,Miscellaneous,None,Discretionary,No,Yes,Yes,Routine purchase
TXN-101445,CUST-1005,2025-06-07,19:15:10,6,2,2025,23,7,Saturday,Yes,Vegetables,Local Market Vegetables,Purchase at Blinkit Vegetables - Local Market Vegetables,Blinkit Vegetables,Vegetables,Expense,92.26,INR,UPI,Current Account,Ahmedabad,GJ,India,22.989065,72.523935,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-101446,CUST-1005,2025-01-01,18:26:29,1,1,2025,1,1,Wednesday,No,UPI Payments,Google Pay UPI Transfer,Purchase at Paytm UPI Pay - Google Pay UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,145.97,INR,UPI,Current Account,Ahmedabad,GJ,India,22.978607,72.578709,Miscellaneous,None,Discretionary,No,Yes,Yes,New Year festival spend
TXN-101447,CUST-1002,2024-08-08,21:57:48,8,3,2024,32,8,Thursday,No,Fuel,Bharat Petroleum,Purchase at HP Petrol Station - Bharat Petroleum,HP Petrol Station,Fuel,Expense,817.84,INR,UPI,Savings Account,Bangalore,KA,India,12.919803,77.652955,Transportation,None,Essential,No,No,No,Routine purchase
TXN-101448,CUST-1001,2024-03-22,12:47:26,3,1,2024,12,22,Friday,No,UPI Payments,PhonePe UPI Transfer,Purchase at PhonePe Money Transfer - PhonePe UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,14.03,INR,Credit Card,Credit Card,Pune,MH,India,18.513444,73.846439,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101449,CUST-1004,2025-02-24,16:41:17,2,1,2025,9,24,Monday,No,Food,Restaurant Dining,Purchase at McDonalds India - Restaurant Dining,McDonalds India,Food,Expense,2507.08,INR,UPI,Current Account,Delhi,DL,India,28.70568,77.076404,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-101450,CUST-1003,2023-07-08,18:26:07,7,3,2023,27,8,Saturday,Yes,Medical,MedPlus Medicine,Purchase at Fortis Hospital Bill - MedPlus Medicine,Fortis Hospital Bill,Medical,Expense,5133.93,INR,Credit Card,Credit Card,Mumbai,MH,India,19.031313,72.858302,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-101451,CUST-1004,2025-01-09,18:27:33,1,1,2025,2,9,Thursday,No,Travel,Uber Ride India,Purchase at IndiGo Flight Booking - Uber Ride India,IndiGo Flight Booking,Travel,Expense,50932.34,INR,Net Banking,Current Account,Delhi,DL,India,28.705584,77.073314,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-101452,CUST-1004,2024-04-04,09:23:28,4,2,2024,14,4,Thursday,No,Food,Swiggy Order,Purchase at Zomato Order - Swiggy Order,Zomato Order,Food,Expense,4669.5,INR,UPI,Savings Account,Delhi,DL,India,28.651094,77.186703,Food & Dining,None,Discretionary,No,No,Yes,Ugadi festival spend
TXN-101453,CUST-1001,2025-07-11,17:35:13,7,3,2025,28,11,Friday,No,Food,Zomato Order,Purchase at Local Restaurant Dining - Zomato Order,Local Restaurant Dining,Food,Expense,83.23,INR,Debit Card,Savings Account,Pune,MH,India,18.511128,73.859157,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-101454,CUST-1005,2023-01-31,17:53:37,1,1,2023,5,31,Tuesday,No,Shopping,Ajio Fashion,Purchase at Ajio Fashion Cart - Ajio Fashion,Ajio Fashion Cart,Shopping,Expense,2038.9,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.032516,72.614341,Shopping,None,Discretionary,No,Yes,No,Routine purchase
TXN-101455,CUST-1004,2023-03-28,10:30:00,3,1,2023,13,28,Tuesday,No,Mutual Fund SIP,HDFC Index Fund SIP,Mutual Fund Systemic Investment Plan - CUST-1004,Groww Direct Mutual Fund,Financial Services,Expense,150000.0,INR,Net Banking,Savings Account,Delhi,DL,India,28.668519,77.069868,Investments & Savings,None,Savings,Yes,Yes,Yes,Monthly mutual fund SIP accumulation
TXN-101456,CUST-1005,2023-02-27,10:07:39,2,1,2023,9,27,Monday,No,Milk,Daily Milk Delivery,Purchase at Amul Milk Parlour - Daily Milk Delivery,Amul Milk Parlour,Milk,Expense,59.85,INR,Cash,Savings Account,Ahmedabad,GJ,India,23.010209,72.59277,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-101457,CUST-1002,2024-10-13,22:10:55,10,4,2024,41,13,Sunday,Yes,Shopping,Amazon India Shopping,Purchase at Reliance Digital Electronics - Amazon India Shopping,Reliance Digital Electronics,Shopping,Expense,2750.26,INR,Credit Card,Credit Card,Bangalore,KA,India,12.871191,77.593054,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-101458,CUST-1002,2025-10-02,18:42:42,10,4,2025,40,2,Thursday,No,Groceries,Blinkit,Purchase at BigBasket Online - Blinkit,BigBasket Online,Groceries,Expense,1673.24,INR,UPI,Current Account,Bangalore,KA,India,12.955403,77.615365,Groceries,None,Essential,No,Yes,Yes,Routine purchase
TXN-101459,CUST-1002,2024-11-25,08:35:22,11,4,2024,48,25,Monday,No,Vegetables,Online Vegetable Order,Purchase at Reliance Smart Market - Online Vegetable Order,Reliance Smart Market,Vegetables,Expense,224.71,INR,Cash,Savings Account,Bangalore,KA,India,12.968447,77.597794,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101460,CUST-1001,2025-03-12,10:00:07,3,1,2025,11,12,Wednesday,No,Freelancing,Data Analysis Consulting,Freelance project work - Data Analysis Consulting,Upwork Client,Freelancing,Income,6776.8,INR,UPI,Savings Account,Pune,MH,India,18.484981,73.825377,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-101461,CUST-1005,2025-06-13,14:53:53,6,2,2025,24,13,Friday,No,Gold,Digital Gold,Purchase at Digital Gold Accumulation - Digital Gold,Digital Gold Accumulation,Gold,Expense,2467.64,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.057357,72.602441,Investments & Savings,None,Savings,No,No,No,Routine purchase
TXN-101462,CUST-1002,2025-12-26,09:00:00,12,4,2025,52,26,Friday,No,Salary,Tech Corp Salary,Monthly Salary Credit - CUST-1002,Infosys,Employment,Income,150000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,13.010216,77.644045,Income,Primary Job,None,Yes,Yes,Yes,Auto-credited monthly salary payroll
TXN-101463,CUST-1005,2024-04-25,13:19:19,4,2,2024,17,25,Thursday,No,Dining,Zomato Order,Purchase at Restaurant Dinner Bill - Zomato Order,Restaurant Dinner Bill,Dining,Expense,69.13,INR,Cash,Current Account,Ahmedabad,GJ,India,22.998284,72.569664,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101464,CUST-1005,2024-08-24,20:43:14,8,3,2024,34,24,Saturday,Yes,Investments,Groww Investment Mutual Fund,Purchase at Groww Direct Mutual Fund - Groww Investment Mutual Fund,Groww Direct Mutual Fund,Investments,Expense,3672.36,INR,UPI,Current Account,Ahmedabad,GJ,India,23.050978,72.557486,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-101465,CUST-1003,2025-05-13,12:58:42,5,2,2025,20,13,Tuesday,No,Groceries,Zepto,Purchase at Reliance Fresh - Zepto,Reliance Fresh,Groceries,Expense,3394.86,INR,UPI,Savings Account,Mumbai,MH,India,18.989485,72.790145,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101466,CUST-1001,2024-10-31,14:04:56,10,4,2024,44,31,Thursday,No,Travel,Indigo Flight Booking,Purchase at IRCTC Ticket Booking - Indigo Flight Booking,IRCTC Ticket Booking,Travel,Expense,327.42,INR,UPI,Savings Account,Pune,MH,India,18.556111,73.848216,Travel,None,Discretionary,No,Yes,Yes,Diwali festival spend
TXN-101467,CUST-1001,2024-06-22,14:21:59,6,2,2024,25,22,Saturday,Yes,Freelancing,UI Design Project,Freelance project work - UI Design Project,Direct Consulting Project,Freelancing,Income,4333.25,INR,UPI,Savings Account,Pune,MH,India,18.507436,73.929928,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-101468,CUST-1002,2024-05-22,10:11:40,5,2,2024,21,22,Wednesday,No,Travel,Indigo Flight Booking,Purchase at IndiGo Flight Booking - Indigo Flight Booking,IndiGo Flight Booking,Travel,Expense,6262.58,INR,UPI,Current Account,Bangalore,KA,India,12.972401,77.624746,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-101469,CUST-1001,2025-07-10,22:46:55,7,3,2025,28,10,Thursday,No,Food,Swiggy Order,Purchase at McDonalds India - Swiggy Order,McDonalds India,Food,Expense,176.88,INR,UPI,Current Account,Pune,MH,India,18.490436,73.819435,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-101470,CUST-1004,2025-08-07,07:20:05,8,3,2025,32,7,Thursday,No,Vegetables,Online Vegetable Order,Purchase at Reliance Smart Market - Online Vegetable Order,Reliance Smart Market,Vegetables,Expense,1737.42,INR,UPI,Savings Account,Delhi,DL,India,28.664274,77.110284,Groceries,None,Essential,No,No,No,Routine purchase
TXN-101471,CUST-1003,2024-01-15,08:52:24,1,1,2024,3,15,Monday,No,Travel,Ola Ride,Purchase at IndiGo Flight Booking - Ola Ride,IndiGo Flight Booking,Travel,Expense,3485.89,INR,UPI,Current Account,Mumbai,MH,India,18.953092,72.828662,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-101472,CUST-1004,2023-11-10,13:56:14,11,4,2023,45,10,Friday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,518.6,INR,Cash,Savings Account,Delhi,DL,India,28.712292,77.118866,Groceries,None,Essential,No,No,Yes,Diwali festival spend
TXN-101473,CUST-1003,2025-01-31,13:25:23,1,1,2025,5,31,Friday,No,Milk,Daily Milk Delivery,Purchase at Mother Dairy Cabin - Daily Milk Delivery,Mother Dairy Cabin,Milk,Expense,400.28,INR,UPI,Current Account,Mumbai,MH,India,19.06493,72.837493,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-101474,CUST-1005,2025-01-27,22:27:55,1,1,2025,5,27,Monday,No,Gold,Gold Jewelry Purchase,Purchase at Digital Gold Accumulation - Gold Jewelry Purchase,Digital Gold Accumulation,Gold,Expense,2975.14,INR,Net Banking,Current Account,Ahmedabad,GJ,India,23.0782,72.572373,Investments & Savings,None,Savings,No,Yes,No,Routine purchase
TXN-101475,CUST-1002,2023-06-10,10:38:44,6,2,2023,23,10,Saturday,Yes,Food,Restaurant Dining,Purchase at McDonalds India - Restaurant Dining,McDonalds India,Food,Expense,1084.23,INR,Cash,Savings Account,Bangalore,KA,India,13.015284,77.572684,Food & Dining,None,Discretionary,No,No,No,Leisure POS swipe
TXN-101476,CUST-1001,2023-06-22,20:59:38,6,2,2023,25,22,Thursday,No,UPI Payments,Paytm UPI Transfer,Purchase at PhonePe Money Transfer - Paytm UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,156.48,INR,UPI,Current Account,Pune,MH,India,18.483427,73.885274,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101477,CUST-1005,2025-06-07,14:14:41,6,2,2025,23,7,Saturday,Yes,Shopping,Flipkart Shopping,Purchase at Reliance Digital Electronics - Flipkart Shopping,Reliance Digital Electronics,Shopping,Expense,2395.62,INR,UPI,Current Account,Ahmedabad,GJ,India,23.005385,72.55702,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-101478,CUST-1001,2025-06-09,18:15:54,6,2,2025,24,9,Monday,No,UPI Payments,PhonePe UPI Transfer,Purchase at Google Pay P2P Transfer - PhonePe UPI Transfer,Google Pay P2P Transfer,UPI Payments,Expense,65.06,INR,Debit Card,Savings Account,Pune,MH,India,18.529353,73.871951,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-101479,CUST-1003,2023-04-29,22:03:41,4,2,2023,17,29,Saturday,Yes,Travel,IRCTC Train Booking,,IRCTC Ticket Booking,Travel,Expense,30672.64,INR,Net Banking,Current Account,Mumbai,MH,India,19.046999,72.819879,Travel,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-101480,CUST-1004,2023-03-10,13:57:17,3,1,2023,10,10,Friday,No,Mobile Recharge,Jio Prepaid Recharge,Purchase at Jio Prepaid Recharge - Jio Prepaid Recharge,Jio Prepaid Recharge,Mobile Recharge,Expense,3161.2,INR,Cash,Current Account,Delhi,DL,India,28.709921,77.077935,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-101481,CUST-1001,2024-09-09,08:43:07,9,3,2024,37,9,Monday,No,Travel,IRCTC Train Booking,Purchase at Ola Cabs Ride - IRCTC Train Booking,Ola Cabs Ride,Travel,Expense,2920.89,INR,Net Banking,Current Account,Pune,MH,India,18.551111,73.902836,Travel,None,Discretionary,No,No,Yes,Ganesh Chaturthi festival spend
